,latitude,longitude,labels
0,72.68770833333333,23.20813833333333,2
1,72.54850166666701,23.042368333333002,2
2,77.69200666666667,12.920213333333333,0
3,77.68761166666667,12.91886,0
4,77.68982666666666,12.919815,0
5,77.68786666666666,12.918795,0
6,77.76716166666667,13.020428333333333,0
7,77.687955,12.919165,0
8,77.66238666666666,12.921708333333333,0
9,77.68796999999998,12.919225,0
10,77.74103166666667,12.959386666666667,0
11,77.69163666666667,12.920448333333333,0
12,77.68797166666667,12.918768333333333,0
13,77.692815,12.926465,0
14,77.67380166666666,12.926716666666668,0
15,77.69118333333333,12.943485,0
16,77.69276500000002,12.940006666666667,0
17,77.68799,12.919151666666664,0
18,77.69372,12.908938333333333,0
19,77.68509166666666,12.919448333333333,0
20,77.68505166666667,12.919445,0
21,77.68787166666667,12.918771666666665,0
22,77.68730833333333,12.918576666666667,0
23,77.68806333333333,12.918781666666666,0
24,77.69305666666666,12.926316666666667,0
25,77.69341833333333,12.974243333333336,0
26,77.687845,12.919141666666668,0
27,77.68101833333333,12.924291666666667,0
28,77.65777166666666,12.875488333333333,0
29,77.67355833333333,12.92815,0
30,77.68733166666667,12.919476666666664,0
31,77.68913833333333,12.920095,0
32,77.68522666666667,12.919395,0
33,77.66268666666667,12.92226,0
34,77.68795666666666,12.918518333333333,0
35,77.68786,12.919203333333336,0
36,77.69322666666666,12.894953333333332,0
37,77.60981333333334,12.927841666666666,0
38,77.69361833333333,12.925133333333333,0
39,77.61457166666666,13.001001666666667,0
40,77.69062333333333,12.934805,0
41,77.69330166666667,12.92622,0
42,77.690625,12.919811666666664,0
43,77.67963,12.924678333333333,0
44,77.68786333333334,12.918928333333335,0
45,77.68539333333334,12.927548333333334,0
46,77.71237166666667,12.95925,0
47,77.68204833333333,12.932968333333333,0
48,77.70133,12.941508333333333,0
49,77.69181166666667,12.920295,0
50,77.687765,12.919171666666667,0
51,77.68754833333334,12.928625,0
52,77.68785833333334,12.918791666666667,0
53,77.672935,12.928686666666668,0
54,77.68818666666667,12.918528333333333,0
55,77.66504499999998,12.92389,0
56,77.68801333333333,12.918735,0
57,77.69412666666666,12.925793333333333,0
58,77.687895,12.919196666666664,0
59,77.68999666666667,12.919681666666667,0
60,77.68786333333334,12.91908,0
61,77.69172666666667,12.920398333333333,0
62,77.68668166666667,12.918276666666667,0
63,77.67536166666666,12.926175,0
64,77.68936166666667,12.919645,0
65,77.69490333333333,12.908863333333333,0
66,77.69429000000002,12.926115,0
67,77.68778833333333,12.91877,0
68,77.67355833333333,12.891113333333333,0
69,77.68775166666667,12.919303333333335,0
70,77.69076666666666,12.94364,0
71,77.69383499999998,12.933518333333335,0
72,77.68785,12.919128333333333,0
73,77.69164,12.920311666666667,0
74,77.68612833333333,12.920663333333335,0
75,77.68112833333333,12.93004,0
76,77.717486666667,12.923896666666998,0
77,77.69467833333333,12.926981666666665,0
78,77.69832166666667,12.941688333333332,0
79,77.68778,12.91914,0
80,77.68698499999998,12.93225,0
81,77.691845,12.920425,0
82,77.70614166666667,12.934658333333333,0
83,77.699725,12.955731666666667,0
84,77.68791833333333,12.91917,0
85,77.679525,12.929868333333333,0
86,77.69347666666667,12.923843333333336,0
87,77.69122333333334,12.943445,0
88,77.66535,12.923565,0
89,77.68784166666667,12.918741666666667,0
90,77.68791,12.91843,0
91,77.68785333333334,12.91887,0
92,77.68513333333334,12.919406666666667,0
93,77.68791166666666,12.91926,0
94,77.696898333333,12.943175,0
95,77.687685,12.919186666666667,0
96,77.68792833333333,12.918735,0
97,77.69154499999998,12.943163333333333,0
98,77.68775,12.918895,0
99,77.687855,12.918726666666664,0
100,77.66304666666667,12.921666666666667,0
101,77.68986666666666,12.924473333333333,0
102,77.68260333333333,12.92097,0
103,77.66411833333333,12.922255,0
104,77.70122333333333,12.926713333333335,0
105,77.68694166666667,12.925593333333332,0
106,77.71096999999997,12.951115,0
107,77.69019,12.924655,0
108,77.66332666666666,12.923083333333333,0
109,77.69263833333333,12.92501,0
110,77.68795,12.919185,0
111,77.68124166666666,12.925501666666667,0
112,77.67741666666667,12.930338333333333,0
113,77.687815,12.918786666666668,0
114,77.69177666666667,12.92031,0
115,77.701385,12.941546666666667,0
116,77.67635166666666,12.922121666666667,0
117,77.687365,12.918428333333333,0
118,77.68781,12.919258333333335,0
119,77.68633666666666,12.926033333333333,0
120,77.70251833333333,12.931611666666667,0
121,77.687935,12.91888,0
122,77.68804499999997,12.918618333333333,0
123,77.69169833333333,12.920418333333336,0
124,77.68283666666666,12.919465,0
125,77.70077166666667,12.935666666666664,0
126,77.699845,12.916561666666665,0
127,77.68924833333334,12.92658,0
128,77.70687833333334,12.934276666666667,0
129,77.68799333333334,12.918845,0
130,77.68782833333333,12.91901,0
131,77.68778333333333,12.919148333333334,0
132,77.68801333333333,12.919013333333336,0
133,77.67662833333333,12.999885,0
134,77.68795166666666,12.919108333333336,0
135,77.68801833333333,12.9188,0
136,77.69175166666666,12.920286666666666,0
137,77.708975,12.958991666666664,0
138,77.70875666666667,12.93503,0
139,77.687945,12.919265,0
140,77.687915,12.919138333333333,0
141,77.561495,13.001263333333334,0
142,77.68106999999998,12.930215,0
143,77.68796999999998,12.918976666666667,0
144,77.69358666666666,12.9352,0
145,77.69120166666667,12.915586666666664,0
146,77.696495,12.943823333333333,0
147,77.70159833333334,12.941546666666667,0
148,77.6878,12.918833333333335,0
149,77.69367,12.941935,0
150,77.68791333333333,12.918925,0
151,77.68792166666667,12.918775,0
152,77.68057666666667,12.927746666666666,0
153,77.68789166666667,12.919233333333333,0
154,77.68613666666667,12.92476,0
155,77.711075,12.951048333333333,0
156,77.68791666666667,12.919105,0
157,77.69007833333333,12.926221666666667,0
158,77.68800833333333,12.91906,0
159,77.68792166666667,12.919225,0
160,77.68791,12.919113333333335,0
161,77.69382,12.91675,0
162,77.68999000000002,12.919746666666667,0
163,77.68582166666667,12.925631666666666,0
164,77.69179666666666,12.920193333333335,0
165,77.687635,12.934755,0
166,77.68789166666667,12.918736666666666,0
167,77.66965666666667,12.923211666666667,0
168,77.68768333333334,12.919271666666667,0
169,77.68793166666667,12.919175,0
170,77.67541,12.929521666666664,0
171,77.68786999999998,12.918745,0
172,77.68792666666667,12.919166666666667,0
173,77.68917833333333,12.919683333333333,0
174,77.687995,12.918848333333333,0
175,77.68912666666667,12.91989,0
176,77.68786833333333,12.919048333333333,0
177,77.68790166666666,12.919096666666665,0
178,77.68969833333334,12.926048333333336,0
179,77.687585,12.919005,0
180,77.69343,12.974441666666667,0
181,77.680215,12.927011666666667,0
182,77.68792666666667,12.919245,0
183,77.68803333333334,12.918736666666666,0
184,77.69000833333334,12.919986666666668,0
185,77.68796666666667,12.918836666666667,0
186,77.691675,12.920531666666667,0
187,77.67489166666667,12.924145,0
188,77.68760999999998,12.918935,0
189,77.68746333333333,12.918613333333333,0
190,77.691203333333,12.919078333333001,0
191,77.691745,12.920476666666667,0
192,77.66977166666666,12.918815,0
193,77.687905,12.919125,0
194,77.68785333333334,12.918743333333332,0
195,77.68761166666667,12.918868333333334,0
196,77.691715,12.920425,0
197,77.70159,12.941536666666664,0
198,77.68788,12.9189,0
199,77.68786333333334,12.918836666666667,0
200,77.67368833333333,12.926775,0
201,77.68988166666666,12.91979,0
202,77.69178000000002,12.920465,0
203,77.69600333333334,12.917403333333333,0
204,77.69451833333333,12.926255,0
205,77.68936833333333,12.919795,0
206,77.68804833333333,12.919053333333334,0
207,77.688005,12.918756666666667,0
208,77.68774166666667,12.919248333333336,0
209,77.68799,12.918826666666664,0
210,77.68515500000002,12.928605,0
211,77.68996833333334,12.924463333333335,0
212,77.68782166666666,12.91937,0
213,77.68783666666667,12.918986666666667,0
214,77.68872166666667,12.92203,0
215,77.52521833333333,13.072056666666667,0
216,77.68790333333334,12.918971666666666,0
217,77.68238000000002,12.93297,0
218,77.685625,12.920246666666667,0
219,77.68526833333334,12.920021666666667,0
220,77.68796333333333,12.919218333333333,0
221,77.687905,12.918925,0
222,77.68829833333334,12.928728333333336,0
223,77.68796666666667,12.919056666666664,0
224,77.68993,12.91977,0
225,77.68786999999998,12.919206666666666,0
226,77.68778333333333,12.919033333333333,0
227,77.69003833333333,12.919693333333333,0
228,77.67779833333333,12.931833333333335,0
229,77.68803666666666,12.919003333333333,0
230,77.69168833333333,12.920108333333333,0
231,77.68793666666667,12.918903333333333,0
232,77.68774166666667,12.919411666666667,0
233,77.66245,12.922281666666667,0
234,77.68793166666667,12.918783333333336,0
235,77.68801666666667,12.918971666666666,0
236,77.68791833333333,12.91907,0
237,77.69136666666667,12.943213333333333,0
238,77.67680833333333,12.920478333333335,0
239,77.68787833333333,12.918846666666667,0
240,77.68787166666667,12.918866666666664,0
241,77.68481833333334,12.92868,0
242,77.68797666666667,12.919053333333334,0
243,77.68786166666666,12.918941666666667,0
